Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
40844,0,-0.16,-1.06,-0.21,-1.54,-10.41,-2.02,-66.78,4.73
40862,-2,-0.14,-1.04,-0.17,-1.39,-10.17,-1.71,-66.19,4.78
40881,-3,-0.13,-1.02,-0.20,-1.30,-10.03,-1.92,-65.48,4.83
40899,-2,-0.14,-1.05,-0.17,-1.34,-10.32,-1.62,-64.73,4.93
40918,0,-0.10,-1.04,-0.17,-0.95,-10.16,-1.65,-63.73,4.94
40936,1,-0.17,-0.97,-0.13,-1.62,-9.48,-1.28,-62.64,4.99
40954,3,-0.14,-0.96,-0.04,-1.34,-9.36,-0.42,-61.52,5.12
40973,4,-0.16,-0.98,-0.03,-1.59,-9.57,-0.28,-60.33,5.31
40991,3,-0.06,-0.99,-0.02,-0.63,-9.66,-0.20,-59.27,5.23
41009,2,-0.08,-0.88,0.06,-0.75,-8.58,0.63,-58.11,5.11
41027,1,-0.12,-0.84,0.13,-1.19,-8.20,1.24,-57.11,5.14
41046,-1,-0.06,-0.91,0.06,-0.61,-8.92,0.60,-56.25,5.14
41064,-2,-0.10,-0.87,0.10,-0.96,-8.55,0.98,-55.26,5.18
41082,-1,-0.06,-0.81,0.21,-0.59,-7.98,2.07,-54.25,5.01
41100,0,-0.06,-0.83,0.24,-0.59,-8.16,2.40,-53.47,4.78
41118,1,-0.05,-0.83,0.20,-0.52,-8.17,1.96,-52.93,4.51
41137,0,0.01,-0.84,0.22,0.06,-8.27,2.12,-52.35,3.98
41154,0,0.06,-0.80,0.24,0.61,-7.89,2.37,-51.89,3.45
41172,0,0.02,-0.78,0.27,0.15,-7.62,2.67,-51.53,3.06
41191,-1,0.02,-0.72,0.34,0.16,-7.03,3.29,-51.26,2.66
41208,-1,0.06,-0.73,0.31,0.57,-7.11,3.08,-51.40,2.27
41227,0,0.08,-0.77,0.27,0.83,-7.52,2.69,-51.81,1.93
41244,-1,0.12,-0.79,0.26,1.14,-7.77,2.52,-52.38,1.56
41263,0,0.11,-0.80,0.22,1.11,-7.85,2.20,-53.10,1.23
41281,0,0.14,-0.83,0.19,1.39,-8.13,1.87,-53.84,0.92
41298,0,0.17,-0.87,0.16,1.62,-8.52,1.61,-54.55,0.61
41317,-2,0.14,-0.85,0.16,1.37,-8.38,1.61,-55.30,0.32
41335,-3,0.14,-0.86,0.19,1.34,-8.45,1.88,-56.00,0.14
41353,-3,0.09,-0.93,0.20,0.93,-9.13,1.94,-56.77,0.17
41371,-1,0.11,-0.82,0.17,1.11,-8.01,1.65,-57.49,0.16
41390,0,0.08,-0.84,0.22,0.76,-8.24,2.16,-58.35,0.23
41407,1,0.09,-0.85,0.21,0.87,-8.33,2.07,-59.18,0.37
41425,3,0.13,-0.82,0.20,1.31,-7.99,1.96,-60.07,0.38
41443,4,0.12,-0.81,0.21,1.18,-7.93,2.01,-60.97,0.40
41461,4,0.07,-0.80,0.21,0.72,-7.87,2.06,-62.02,0.55
41479,1,0.07,-0.82,0.13,0.68,-8.05,1.24,-63.16,0.71
41497,-1,-0.04,-0.93,0.07,-0.42,-9.11,0.65,-64.53,1.09
41516,-5,-0.05,-0.95,0.04,-0.46,-9.30,0.36,-65.70,1.48
41534,-7,-0.04,-0.91,0.04,-0.35,-8.89,0.41,-66.81,1.72
41551,-6,-0.10,-0.95,0.04,-1.01,-9.28,0.38,-67.80,2.06
41570,-3,-0.12,-0.97,0.05,-1.18,-9.48,0.50,-68.79,2.45
41588,0,-0.12,-0.96,0.03,-1.21,-9.40,0.32,-69.63,2.81
41607,4,-0.11,-0.98,0.03,-1.07,-9.64,0.29,-70.47,3.07
41625,6,-0.15,-0.98,0.06,-1.50,-9.58,0.61,-71.21,3.40
41643,6,-0.11,-0.96,0.06,-1.06,-9.36,0.58,-72.17,3.69
41661,4,-0.14,-1.00,-0.00,-1.39,-9.84,-0.03,-73.14,4.00
41679,0,-0.11,-1.05,-0.08,-1.08,-10.32,-0.76,-73.92,4.22
41698,-1,-0.14,-1.02,-0.05,-1.38,-9.97,-0.51,-74.64,4.52
41716,-3,-0.13,-1.02,-0.06,-1.27,-9.97,-0.56,-75.38,4.77
41735,-4,-0.12,-1.01,-0.07,-1.19,-9.92,-0.67,-76.09,4.84
41753,0,-0.15,-0.96,-0.03,-1.51,-9.45,-0.34,-76.79,4.88
41772,2,-0.21,-1.07,-0.07,-2.02,-10.44,-0.71,-77.84,4.95
41790,2,-0.17,-1.05,-0.17,-1.71,-10.26,-1.67,-78.57,4.99
41808,2,-0.12,-1.05,-0.15,-1.17,-10.30,-1.49,-79.33,4.96
41827,1,-0.11,-1.01,-0.16,-1.05,-9.91,-1.56,-79.97,4.93
41845,0,-0.16,-0.99,-0.18,-1.60,-9.74,-1.75,-80.31,5.06
41864,-2,-0.14,-1.04,-0.17,-1.36,-10.21,-1.64,-80.72,5.15
41882,-5,-0.15,-1.04,-0.26,-1.51,-10.19,-2.52,-80.91,5.16
41901,-4,-0.14,-1.00,-0.17,-1.38,-9.76,-1.69,-81.12,5.26
41919,0,-0.14,-1.00,-0.18,-1.33,-9.78,-1.74,-81.41,5.31
41937,1,-0.11,-1.01,-0.24,-1.05,-9.92,-2.31,-81.61,5.18
41956,3,-0.13,-1.02,-0.24,-1.30,-9.99,-2.32,-81.59,5.18
41974,5,-0.13,-0.98,-0.21,-1.29,-9.63,-2.02,-81.49,5.28
41993,2,-0.12,-0.94,-0.16,-1.15,-9.21,-1.61,-81.39,5.36
42011,-2,-0.11,-0.91,-0.12,-1.05,-8.88,-1.22,-81.44,5.41
42030,-1,-0.09,-0.91,-0.15,-0.91,-8.94,-1.45,-81.54,5.36
42048,0,-0.10,-0.93,-0.17,-0.94,-9.16,-1.66,-81.66,5.31
42065,0,-0.08,-0.94,-0.19,-0.77,-9.22,-1.90,-81.78,5.25
42084,0,-0.07,-0.95,-0.20,-0.71,-9.26,-1.94,-81.91,5.21
42102,1,-0.12,-0.95,-0.23,-1.18,-9.35,-2.30,-81.82,5.25
42121,0,-0.10,-0.96,-0.22,-0.94,-9.40,-2.17,-81.78,5.23
42139,-1,-0.10,-0.96,-0.21,-0.99,-9.43,-2.06,-81.76,5.19
42158,0,-0.11,-0.96,-0.21,-1.07,-9.46,-2.08,-81.72,5.17
42176,0,-0.12,-0.97,-0.23,-1.14,-9.51,-2.26,-81.66,5.16
42194,0,-0.11,-0.96,-0.21,-1.05,-9.42,-2.10,-81.54,5.13
42213,0,-0.12,-0.97,-0.23,-1.17,-9.46,-2.26,-81.38,5.14
42231,0,-0.12,-0.95,-0.21,-1.18,-9.32,-2.03,-81.22,5.17
42250,0,-0.11,-0.96,-0.21,-1.12,-9.37,-2.08,-81.07,5.21
42267,0,-0.09,-0.95,-0.21,-0.93,-9.30,-2.01,-80.92,5.19
42286,1,-0.10,-0.93,-0.18,-1.00,-9.14,-1.81,-80.79,5.19
42304,2,-0.12,-0.94,-0.21,-1.18,-9.19,-2.02,-80.65,5.20
42322,0,-0.10,-0.95,-0.21,-1.00,-9.31,-2.08,-80.51,5.17
42341,-1,-0.11,-0.95,-0.20,-1.09,-9.35,-2.00,-80.36,5.18
42359,-1,-0.12,-0.95,-0.20,-1.15,-9.27,-1.95,-80.22,5.20
42378,0,-0.12,-0.95,-0.20,-1.14,-9.27,-1.96,-80.09,5.22
42396,0,-0.11,-0.94,-0.20,-1.08,-9.22,-1.95,-79.98,5.23
42415,0,-0.11,-0.94,-0.20,-1.12,-9.22,-1.93,-79.89,5.23
42433,0,-0.10,-0.96,-0.22,-0.97,-9.40,-2.14,-79.78,5.21
42451,0,-0.11,-0.94,-0.21,-1.12,-9.25,-2.07,-79.64,5.23
42470,2,-0.12,-0.95,-0.21,-1.20,-9.30,-2.06,-79.50,5.27
42487,2,-0.12,-0.94,-0.20,-1.16,-9.23,-1.92,-79.37,5.27
42506,0,-0.09,-0.94,-0.20,-0.92,-9.17,-1.97,-79.27,5.24
42524,0,-0.10,-0.95,-0.20,-0.98,-9.26,-1.99,-79.17,5.23
42543,-1,-0.11,-0.94,-0.20,-1.04,-9.21,-1.96,-79.06,5.23
42561,-1,-0.12,-0.94,-0.21,-1.21,-9.22,-2.01,-78.96,5.25
42579,0,-0.12,-0.93,-0.19,-1.18,-9.16,-1.83,-78.88,5.27
42598,0,-0.12,-0.94,-0.19,-1.21,-9.25,-1.85,-78.84,5.28
42616,0,-0.11,-0.96,-0.22,-1.08,-9.39,-2.13,-78.75,5.25
42635,1,-0.10,-0.95,-0.21,-1.02,-9.31,-2.09,-78.65,5.22
42653,0,-0.12,-0.95,-0.21,-1.21,-9.31,-2.08,-78.56,5.28
42672,0,-0.13,-0.96,-0.21,-1.26,-9.41,-2.08,-78.45,5.32
42690,0,-0.13,-0.95,-0.20,-1.27,-9.26,-2.01,-78.34,5.34
42708,0,-0.11,-0.93,-0.20,-1.09,-9.16,-1.95,-78.25,5.34
42726,-1,-0.12,-0.94,-0.20,-1.14,-9.21,-1.93,-78.19,5.33
42744,0,-0.11,-0.93,-0.20,-1.06,-9.15,-1.92,-78.14,5.31
42763,-1,-0.12,-0.94,-0.20,-1.17,-9.22,-1.95,-78.13,5.33
42781,-1,-0.12,-0.95,-0.21,-1.20,-9.33,-2.05,-78.10,5.34
42800,0,-0.11,-0.95,-0.22,-1.06,-9.34,-2.20,-78.02,5.34
42818,1,-0.12,-0.95,-0.22,-1.15,-9.30,-2.12,-77.96,5.36
42836,2,-0.11,-0.95,-0.22,-1.09,-9.30,-2.16,-77.86,5.35
42855,1,-0.09,-0.94,-0.21,-0.89,-9.19,-2.08,-77.76,5.31
42873,0,-0.11,-0.94,-0.21,-1.09,-9.23,-2.08,-77.67,5.31
42892,-1,-0.12,-0.94,-0.19,-1.13,-9.22,-1.86,-77.61,5.31
42910,-2,-0.14,-0.94,-0.20,-1.32,-9.19,-1.92,-77.56,5.32
42929,-1,-0.13,-0.94,-0.20,-1.23,-9.20,-1.99,-77.53,5.32
42947,-1,-0.12,-0.94,-0.22,-1.15,-9.24,-2.12,-77.49,5.31
42966,0,-0.10,-0.96,-0.22,-0.98,-9.37,-2.16,-77.42,5.28
42984,1,-0.10,-0.93,-0.20,-0.94,-9.15,-1.97,-77.38,5.25
43002,2,-0.11,-0.95,-0.21,-1.05,-9.31,-2.10,-77.33,5.23
43021,2,-0.13,-0.94,-0.21,-1.32,-9.21,-2.02,-77.27,5.25
43039,1,-0.14,-0.95,-0.21,-1.34,-9.30,-2.06,-77.22,5.26
43058,0,-0.13,-0.96,-0.22,-1.28,-9.36,-2.13,-77.15,5.28
43075,0,-0.12,-0.94,-0.20,-1.20,-9.17,-1.93,-77.10,5.30
43094,-1,-0.12,-0.94,-0.22,-1.16,-9.24,-2.11,-77.05,5.29
43112,-2,-0.11,-0.95,-0.23,-1.08,-9.31,-2.25,-76.96,5.25
43130,-1,-0.10,-0.94,-0.21,-1.03,-9.17,-2.05,-76.90,5.21
43149,1,-0.10,-0.94,-0.20,-1.03,-9.21,-2.00,-76.89,5.16
43167,1,-0.12,-0.95,-0.21,-1.20,-9.28,-2.03,-76.88,5.13
43186,2,-0.12,-0.95,-0.20,-1.17,-9.30,-1.93,-76.90,5.04
43204,1,-0.11,-0.95,-0.21,-1.11,-9.30,-2.01,-76.92,5.00
43223,1,-0.12,-0.95,-0.23,-1.14,-9.32,-2.21,-76.91,4.93
43241,-2,-0.11,-0.95,-0.23,-1.11,-9.30,-2.24,-76.88,4.86
43259,-2,-0.12,-0.94,-0.23,-1.17,-9.24,-2.27,-76.82,4.82
43278,-1,-0.14,-0.93,-0.20,-1.41,-9.11,-2.00,-76.77,4.81
43296,-2,-0.13,-0.90,-0.18,-1.27,-8.86,-1.73,-76.80,4.77
43315,0,-0.13,-0.91,-0.18,-1.23,-8.95,-1.79,-76.92,4.69
43333,2,-0.10,-0.91,-0.20,-0.95,-8.91,-1.94,-77.10,4.55
43352,3,-0.10,-0.93,-0.23,-1.02,-9.15,-2.23,-77.31,4.40
43370,3,-0.09,-0.99,-0.29,-0.86,-9.73,-2.88,-77.40,4.30
43388,0,-0.07,-0.96,-0.29,-0.69,-9.42,-2.82,-77.40,4.21
43406,0,-0.09,-0.98,-0.31,-0.86,-9.64,-3.02,-77.26,4.16
43424,0,-0.08,-0.95,-0.29,-0.76,-9.26,-2.84,-77.03,4.03
43443,-2,-0.07,-0.93,-0.27,-0.66,-9.13,-2.63,-76.78,3.91
43461,-1,-0.08,-0.91,-0.24,-0.80,-8.96,-2.39,-76.57,3.88
43480,1,-0.09,-0.94,-0.23,-0.86,-9.18,-2.23,-76.44,3.89
43498,3,-0.12,-0.96,-0.23,-1.19,-9.45,-2.26,-76.27,3.87
43516,2,-0.11,-0.94,-0.19,-1.05,-9.25,-1.89,-76.15,3.78
43535,3,-0.07,-0.93,-0.20,-0.73,-9.09,-1.93,-76.08,3.68
43553,2,-0.06,-0.93,-0.21,-0.59,-9.12,-2.09,-76.03,3.55
43572,0,-0.07,-0.96,-0.23,-0.72,-9.43,-2.29,-75.97,3.42
43590,-2,-0.07,-0.96,-0.23,-0.70,-9.38,-2.29,-75.87,3.26
43609,-2,-0.12,-0.93,-0.21,-1.20,-9.10,-2.10,-75.74,3.18
43627,-4,-0.14,-0.92,-0.20,-1.34,-9.04,-1.97,-75.64,3.15
43645,-5,-0.14,-0.91,-0.18,-1.37,-8.93,-1.78,-75.58,3.10
43664,-2,-0.13,-0.90,-0.16,-1.27,-8.83,-1.60,-75.63,3.05
43682,-2,-0.10,-0.91,-0.18,-1.01,-8.93,-1.73,-75.77,2.98
43701,-2,-0.09,-0.93,-0.21,-0.85,-9.12,-2.07,-75.94,2.87
43719,1,-0.03,-0.95,-0.23,-0.31,-9.26,-2.21,-76.09,2.69
43738,3,0.01,-0.94,-0.23,0.06,-9.22,-2.25,-76.23,2.46
43755,27,0.02,-0.92,-0.21,0.23,-9.03,-2.04,-76.42,2.27
43773,46,-0.01,-0.96,-0.22,-0.06,-9.40,-2.19,-76.71,2.18
43792,4,-0.04,-0.99,-0.26,-0.37,-9.73,-2.55,-76.95,2.10
43810,-27,-0.06,-0.99,-0.30,-0.62,-9.66,-2.90,-77.03,2.03
43829,-14,-0.03,-0.98,-0.30,-0.29,-9.61,-2.94,-76.93,1.96
43847,-6,-0.06,-0.95,-0.29,-0.59,-9.27,-2.80,-76.92,2.04
43866,-5,-0.08,-0.95,-0.29,-0.82,-9.36,-2.83,-76.78,2.14
43884,-1,-0.10,-0.91,-0.24,-1.02,-8.94,-2.38,-76.62,2.19
43902,-2,-0.05,-0.90,-0.23,-0.45,-8.85,-2.25,-76.53,2.08
43921,-7,-0.00,-0.89,-0.21,-0.01,-8.69,-2.04,-76.49,1.94
43939,-9,-0.06,-0.91,-0.24,-0.59,-8.95,-2.33,-76.54,1.93
43958,-8,-0.08,-0.96,-0.25,-0.75,-9.37,-2.48,-76.55,1.92
43976,-9,-0.05,-0.96,-0.25,-0.48,-9.41,-2.50,-76.55,1.81
43995,-6,-0.07,-0.97,-0.27,-0.70,-9.49,-2.64,-76.46,1.72
44013,4,-0.10,-0.96,-0.24,-0.99,-9.39,-2.38,-76.33,1.72
44032,9,-0.13,-0.94,-0.26,-1.32,-9.18,-2.54,-76.19,1.77
44050,7,-0.14,-0.95,-0.26,-1.34,-9.30,-2.58,-76.03,1.87
44068,5,-0.16,-0.94,-0.26,-1.61,-9.22,-2.56,-75.79,2.01
44087,2,-0.18,-0.93,-0.23,-1.80,-9.13,-2.23,-75.59,2.13
44105,-3,-0.19,-0.91,-0.22,-1.88,-8.95,-2.11,-75.50,2.27
44124,-5,-0.19,-0.93,-0.23,-1.90,-9.09,-2.24,-75.46,2.39
44142,-4,-0.16,-0.94,-0.25,-1.56,-9.21,-2.47,-75.28,2.40
44161,-4,-0.11,-0.91,-0.22,-1.04,-8.96,-2.18,-75.01,2.27
44179,-1,-0.14,-0.91,-0.22,-1.37,-8.89,-2.11,-74.88,2.25
44197,2,-0.13,-0.93,-0.26,-1.28,-9.13,-2.57,-74.65,2.23
44215,4,-0.16,-0.92,-0.24,-1.55,-9.03,-2.33,-74.37,2.24
44233,5,-0.17,-0.91,-0.24,-1.67,-8.89,-2.31,-74.13,2.25
44252,3,-0.15,-0.90,-0.25,-1.47,-8.86,-2.47,-73.90,2.20
44270,0,-0.20,-0.92,-0.22,-1.96,-9.00,-2.12,-73.75,2.30
44289,-2,-0.23,-0.96,-0.20,-2.26,-9.40,-1.94,-73.64,2.41
44307,-3,-0.20,-0.97,-0.22,-1.96,-9.55,-2.18,-73.39,2.39
44325,-4,-0.17,-0.94,-0.18,-1.67,-9.22,-1.79,-73.21,2.35
44344,-5,-0.15,-0.97,-0.22,-1.50,-9.49,-2.14,-73.03,2.29
44362,-3,-0.15,-0.96,-0.25,-1.45,-9.39,-2.41,-72.80,2.23
44381,0,-0.19,-0.94,-0.23,-1.84,-9.23,-2.30,-72.43,2.25
44399,4,-0.23,-0.91,-0.19,-2.21,-8.91,-1.86,-71.98,2.34
44418,5,-0.27,-0.89,-0.12,-2.65,-8.70,-1.14,-71.14,2.35
44436,3,-0.20,-0.91,-0.06,-2.00,-8.90,-0.58,-70.76,2.44
44454,1,-0.19,-0.88,-0.14,-1.83,-8.63,-1.35,-70.56,2.38
44473,-1,-0.20,-1.03,-0.19,-2.00,-10.07,-1.89,-70.55,2.50
44491,-4,-0.17,-1.01,-0.20,-1.63,-9.93,-1.95,-70.59,2.65
44510,-5,-0.16,-0.95,-0.13,-1.54,-9.27,-1.30,-70.76,2.80
44528,-3,-0.17,-0.91,-0.15,-1.65,-8.96,-1.49,-71.14,2.97
44547,0,-0.18,-0.98,-0.22,-1.80,-9.61,-2.15,-71.27,3.10
44565,2,-0.17,-1.01,-0.23,-1.62,-9.87,-2.24,-71.34,3.16
44582,3,-0.19,-0.96,-0.22,-1.84,-9.36,-2.13,-71.35,3.30
44601,2,-0.21,-0.93,-0.22,-2.04,-9.15,-2.16,-71.19,3.49
44619,2,-0.19,-0.94,-0.18,-1.90,-9.20,-1.73,-70.95,3.62
44638,0,-0.18,-0.95,-0.15,-1.77,-9.26,-1.52,-70.94,3.73
44656,-2,-0.20,-0.96,-0.16,-1.93,-9.44,-1.56,-71.08,3.88
44675,-3,-0.16,-0.96,-0.20,-1.53,-9.43,-1.97,-71.25,4.06
44693,-3,-0.22,-1.01,-0.23,-2.12,-9.86,-2.30,-71.30,4.39
44711,-1,-0.27,-1.05,-0.27,-2.60,-10.32,-2.66,-71.08,4.69
44730,0,-0.28,-0.99,-0.24,-2.74,-9.75,-2.32,-70.68,4.84
44748,1,-0.30,-0.96,-0.21,-2.94,-9.41,-2.05,-70.40,4.83
44767,3,-0.30,-1.09,-0.29,-2.96,-10.64,-2.84,-70.04,4.81
44785,3,-0.33,-1.11,-0.32,-3.24,-10.88,-3.12,-69.56,5.00
44804,0,-0.33,-1.08,-0.29,-3.19,-10.59,-2.86,-68.97,5.25
44822,-1,-0.38,-1.05,-0.25,-3.73,-10.30,-2.46,-68.16,5.37
44840,-2,-0.36,-1.02,-0.20,-3.56,-10.01,-2.00,-67.25,5.20
44859,-3,-0.39,-1.05,-0.16,-3.79,-10.32,-1.53,-66.39,4.84
44877,-3,-0.34,-1.05,-0.22,-3.32,-10.26,-2.14,-65.64,4.46
44896,-3,-0.31,-1.04,-0.23,-2.99,-10.18,-2.25,-64.95,4.20
44914,0,-0.33,-1.06,-0.23,-3.26,-10.39,-2.30,-64.16,4.15
44933,2,-0.36,-1.03,-0.18,-3.56,-10.13,-1.80,-63.39,4.13
44951,4,-0.33,-1.02,-0.13,-3.24,-10.02,-1.23,-62.78,4.07
44969,3,-0.31,-1.04,-0.14,-3.03,-10.17,-1.38,-62.22,4.03
44988,0,-0.29,-1.05,-0.15,-2.81,-10.30,-1.45,-61.74,3.97
45006,-1,-0.31,-1.09,-0.20,-3.03,-10.70,-1.95,-61.23,4.03
45025,-2,-0.31,-1.09,-0.15,-3.04,-10.64,-1.50,-60.61,4.06
45043,-3,-0.27,-1.03,-0.11,-2.65,-10.07,-1.04,-60.25,4.17
45062,0,-0.27,-0.99,-0.10,-2.67,-9.68,-1.01,-60.09,4.26
45080,1,-0.26,-1.01,-0.11,-2.54,-9.89,-1.05,-60.06,4.33
45099,4,-0.24,-0.97,-0.07,-2.39,-9.52,-0.70,-60.17,4.18
45117,3,-0.20,-0.96,-0.09,-1.97,-9.39,-0.89,-60.72,4.52
45135,3,-0.13,-0.85,-0.19,-1.32,-8.30,-1.88,-61.70,4.26
45154,0,-0.09,-0.93,-0.23,-0.91,-9.08,-2.23,-61.63,4.37
45172,-1,-0.11,-0.90,-0.13,-1.05,-8.83,-1.25,-61.47,4.44
45191,-1,-0.09,-0.89,-0.11,-0.85,-8.76,-1.06,-61.07,4.41
45209,-2,-0.06,-0.91,-0.09,-0.56,-8.93,-0.84,-60.67,4.31
45228,-1,-0.04,-0.94,-0.09,-0.34,-9.21,-0.84,-60.05,4.31
45246,0,-0.06,-0.90,-0.04,-0.57,-8.82,-0.40,-59.05,4.44
45264,1,-0.01,-0.82,0.06,-0.13,-7.99,0.61,-57.87,4.35
45283,2,0.06,-0.76,0.15,0.63,-7.49,1.47,-56.56,3.97
45300,3,0.17,-0.79,0.20,1.63,-7.72,1.99,-55.34,3.53
45319,1,0.11,-0.80,0.24,1.11,-7.85,2.35,-53.90,3.34
45336,0,0.09,-0.72,0.33,0.89,-7.08,3.28,-52.50,3.02
45355,0,0.05,-0.68,0.43,0.50,-6.65,4.26,-50.98,2.21
45372,-1,0.09,-0.65,0.49,0.89,-6.37,4.80,-49.72,1.32
45390,0,0.15,-0.65,0.53,1.46,-6.35,5.15,-48.45,0.58
45409,0,0.15,-0.63,0.57,1.47,-6.18,5.55,-47.19,0.17
45426,0,0.12,-0.61,0.55,1.17,-6.02,5.37,-46.28,-0.07
45445,0,0.10,-0.58,0.58,0.97,-5.71,5.64,-45.42,-0.28
45462,0,0.13,-0.55,0.62,1.32,-5.39,6.11,-44.76,-0.74
45480,-2,0.14,-0.58,0.61,1.33,-5.66,5.93,-44.28,-1.21
45499,-2,0.11,-0.62,0.61,1.06,-6.10,6.03,-43.88,-1.51
45517,-2,0.12,-0.60,0.63,1.22,-5.92,6.18,-43.46,-1.68
45535,-3,0.18,-0.53,0.68,1.73,-5.23,6.63,-43.07,-1.92
45553,-1,0.07,-0.50,0.70,0.67,-4.86,6.82,-42.90,-2.08
45572,0,0.12,-0.59,0.66,1.17,-5.81,6.43,-43.10,-2.43
45589,0,0.21,-0.70,0.59,2.05,-6.88,5.79,-43.51,-2.82
45607,0,0.24,-0.70,0.55,2.38,-6.88,5.44,-43.91,-3.34
45626,1,0.27,-0.67,0.60,2.69,-6.60,5.85,-44.29,-3.88
45643,1,0.22,-0.61,0.63,2.16,-5.94,6.15,-44.70,-4.16
45662,0,0.14,-0.65,0.56,1.41,-6.32,5.45,-45.49,-4.38
45680,0,0.12,-0.71,0.53,1.16,-6.91,5.16,-46.35,-4.57
45698,-1,0.05,-0.73,0.52,0.45,-7.15,5.06,-47.20,-4.58
45716,-1,0.01,-0.73,0.49,0.06,-7.14,4.83,-48.00,-4.46
45734,0,0.00,-0.72,0.49,0.03,-7.03,4.76,-48.77,-4.34
45752,0,0.05,-0.73,0.46,0.46,-7.11,4.53,-49.68,-4.33
45770,0,0.06,-0.74,0.44,0.55,-7.24,4.27,-50.66,-4.29
45789,0,0.06,-0.74,0.41,0.63,-7.21,4.02,-51.75,-4.05
45806,0,0.05,-0.73,0.39,0.45,-7.20,3.81,-52.78,-3.70
45825,1,0.00,-0.70,0.38,0.03,-6.85,3.71,-53.90,-3.31
45843,0,-0.02,-0.68,0.31,-0.17,-6.62,3.08,-54.99,-3.16
45861,-1,-0.12,-0.65,0.28,-1.13,-6.38,2.76,-56.10,-2.93
45879,-1,-0.27,-0.69,0.30,-2.63,-6.79,2.95,-57.23,-2.36
45897,0,-0.09,-0.75,0.22,-0.84,-7.37,2.11,-58.62,-1.90
45916,0,-0.15,-0.75,0.11,-1.45,-7.38,1.05,-60.13,-1.86
45934,0,-0.08,-0.72,0.10,-0.78,-7.07,1.00,-61.69,-2.23
45953,1,-0.24,-0.81,0.07,-2.33,-7.92,0.68,-63.52,-1.80
45971,2,-0.30,-0.98,-0.10,-2.94,-9.60,-1.02,-65.15,-1.08
45989,2,-0.15,-0.99,-0.12,-1.43,-9.72,-1.19,-66.66,-0.78
46008,1,-0.10,-0.95,-0.07,-0.99,-9.31,-0.67,-68.22,-0.61
46026,0,-0.11,-0.99,-0.10,-1.08,-9.67,-0.94,-69.74,-0.49
46045,-1,-0.16,-1.02,-0.13,-1.61,-10.00,-1.32,-71.38,-0.20
46063,-2,-0.09,-1.07,-0.18,-0.90,-10.49,-1.79,-72.97,0.03
46082,0,-0.11,-1.09,-0.23,-1.10,-10.72,-2.30,-74.53,0.50
46100,1,-0.19,-1.13,-0.28,-1.88,-11.05,-2.76,-75.88,0.95
46118,2,-0.25,-1.13,-0.34,-2.44,-11.07,-3.34,-77.10,1.25
46137,2,-0.26,-1.12,-0.38,-2.55,-10.98,-3.74,-78.25,1.55
46155,1,-0.08,-1.53,-0.21,-0.78,-15.00,-2.10,-79.55,1.42
46174,0,-0.43,-1.11,-0.65,-4.24,-10.88,-6.35,-80.34,1.39
46192,0,-0.39,-0.94,-0.51,-3.84,-9.18,-4.96,-79.95,2.10
46211,0,-0.29,-1.08,-0.39,-2.80,-10.62,-3.84,-81.23,2.68
46229,0,-0.30,-1.05,-0.55,-2.93,-10.24,-5.36,-81.74,2.96
46247,-1,-0.20,-1.07,-0.43,-1.92,-10.46,-4.24,-82.28,3.10
46266,0,-0.04,-1.02,-0.46,-0.41,-9.97,-4.50,-82.85,3.12
46284,0,-0.06,-1.09,-0.40,-0.61,-10.65,-3.90,-83.46,3.17
46303,0,-0.07,-0.95,-0.35,-0.69,-9.28,-3.41,-83.61,3.36
46321,1,-0.12,-0.95,-0.32,-1.14,-9.30,-3.11,-83.94,3.56
46339,1,-0.11,-0.99,-0.43,-1.06,-9.69,-4.22,-84.18,3.61
46357,0,-0.08,-1.04,-0.48,-0.76,-10.22,-4.72,-84.23,3.34
46375,-1,-0.04,-1.03,-0.49,-0.36,-10.13,-4.84,-84.09,3.19
46394,-1,-0.03,-0.99,-0.44,-0.32,-9.70,-4.35,-83.81,3.14
46412,-1,-0.04,-0.93,-0.37,-0.39,-9.10,-3.65,-83.50,3.04
46431,0,-0.08,-0.90,-0.31,-0.83,-8.78,-3.06,-83.20,2.92
46449,2,-0.11,-0.87,-0.30,-1.04,-8.57,-2.99,-82.91,2.94
46468,2,-0.15,-0.89,-0.34,-1.46,-8.74,-3.34,-82.60,3.11
46486,0,-0.14,-0.92,-0.38,-1.36,-9.06,-3.75,-82.29,3.25
46504,0,-0.09,-0.94,-0.43,-0.90,-9.19,-4.17,-81.84,3.25
46523,0,-0.09,-0.93,-0.40,-0.91,-9.15,-3.96,-81.33,3.26
46541,0,-0.07,-0.93,-0.39,-0.71,-9.13,-3.85,-80.86,3.21
46560,-1,-0.07,-0.94,-0.38,-0.68,-9.22,-3.73,-80.37,3.02
46578,-1,-0.08,-0.93,-0.35,-0.75,-9.12,-3.39,-79.92,2.90
46597,-1,-0.09,-0.93,-0.34,-0.90,-9.15,-3.31,-79.52,2.87
46615,0,-0.07,-0.92,-0.33,-0.64,-9.06,-3.25,-79.17,2.85
46633,1,-0.09,-0.92,-0.34,-0.87,-9.06,-3.29,-78.89,2.88
46651,0,-0.12,-0.93,-0.33,-1.17,-9.07,-3.28,-78.65,2.95
46669,0,-0.15,-0.92,-0.35,-1.51,-9.03,-3.40,-78.46,2.99
